species,n_images,mean_dominant_fraction,mean_hue_dispersion,mean_n_significant_colors,prop_solid,mean_elongated_region_count,mean_periodicity_strength,prop_striped,mean_spot_count,mean_spot_area_fraction,prop_spotted
Naso_fageni,9,0.43294140860949537,0.11359193748996753,3.5555555555555554,1.0,3.6666666666666665,0.08772714920819641,0.0,4.0,0.0030654177126642323,0.0
Naso_hexacanthus,9,0.6148512867296467,0.12222455785502831,2.7777777777777777,0.8888888888888888,1.7777777777777777,0.08585981856322761,0.0,8.222222222222221,0.0018999912035659802,0.2222222222222222
Naso_lituratus,15,0.6202043448169899,0.17914241573830894,2.8666666666666667,0.7333333333333333,4.266666666666667,0.09232250071158778,0.2,5.066666666666666,0.005446132176966262,0.06666666666666667
Naso_minor,5,0.7257389544264613,0.12672442969473735,2.2,1.0,0.2,0.09624971554909162,0.0,1.0,0.005942280731390689,0.0
Naso_tonganus,12,0.5496251934105919,0.0951624187684877,3.0833333333333335,0.9166666666666666,3.25,0.07328619222872426,0.16666666666666666,4.416666666666667,0.002169910038000345,0.08333333333333333
Naso_unicornis,15,0.5252100139157735,0.13145951751459892,3.2,0.8666666666666667,4.4,0.0721385505009047,0.06666666666666667,6.0,0.003711295911090327,0.06666666666666667
Naso_vlamingii,16,0.4894674428056762,0.23810304714344022,3.625,0.5,9.125,0.08394374022124398,0.4375,7.5625,0.0034557633796493733,0.25
Paracanthurus_hepatus,9,0.5394440471235553,0.3065532491764404,3.3333333333333335,0.1111111111111111,2.5555555555555554,0.10731538819453607,0.0,2.111111111111111,0.006206632119200083,0.0
Prionurus_laticlavius,16,0.6282013685354182,0.17683206289348302,3.3125,0.5625,1.25,0.08870678533827628,0.0,2.5,0.0022199110839223445,0.0625
Prionurus_microlepidotus,16,0.4482640307083695,0.11732364742407797,3.3125,1.0,2.125,0.0862674572404137,0.0625,4.1875,0.004147124586987761,0.0
Zebrasoma_desjardinii,18,0.4960832561920866,0.20036171437262615,3.3333333333333335,0.6111111111111112,22.166666666666668,0.06764592882396475,0.7777777777777778,6.722222222222222,0.0026784339548674195,0.1111111111111111
Zebrasoma_flavescens,7,0.5006154700252629,0.13738117569982083,3.2857142857142856,0.8571428571428571,3.142857142857143,0.08111179947252697,0.0,4.428571428571429,0.002757470590714966,0.0
Zebrasoma_gemmatum,9,0.4791989847369098,0.22777511645931142,3.4444444444444446,0.4444444444444444,1.6666666666666667,0.0922276748698439,0.0,8.222222222222221,0.003174813079294466,0.2222222222222222
Zebrasoma_scopas,13,0.4808317950713128,0.24055862962789593,3.1538461538461537,0.38461538461538464,1.9230769230769231,0.09136611222953178,0.0,3.6923076923076925,0.003614998371739273,0.07692307692307693
Zebrasoma_veliferum,17,0.4415994507743611,0.22468661279703428,3.764705882352941,0.4117647058823529,10.529411764705882,0.08015865707977174,0.47058823529411764,4.823529411764706,0.006501912708676132,0.11764705882352941
